framework,workload,target_parameter,target_value,row_multiplicity,methods,representative_run_id,deepest_milestone,normalized_signature
deepspeed,llama2-train,model.hidden_size,511,1,global_repair,rq3-current-deepspeed-06463ac68f6d003d,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.hidden_size,513,1,global_repair,rq3-current-deepspeed-87574d1b3482438e,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.hidden_size,514,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-deepspeed-61528a54e76b14b2,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.hidden_size,515,1,global_repair,rq3-current-deepspeed-4ef590cae9d1376d,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.hidden_size,520,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-08741390246247ba,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-1f01aa831e8d81fd,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,llama2-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-015814cb5e003fbb,argument_parsing,ZeroDivisionError: integer division or modulo by zero
deepspeed,llama2-train,model.num_attention_heads,1,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-54614f765d4cce0f,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,llama2-train,model.num_attention_heads,10,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-deepspeed-23e440e8948ff41a,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.num_attention_heads,11,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-deepspeed-3e9033f385edfef6,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.num_attention_heads,12,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-deepspeed-20c7b3c95cbeaf2b,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.num_attention_heads,13,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-deepspeed-ad1ceb5b69002bc3,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.num_attention_heads,6,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-deepspeed-6788fced27eee42b,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.num_attention_heads,7,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-deepspeed-503158f611ee0062,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.num_attention_heads,9,3,configfuzz;global_repair;static_hard_configfuzz,rq3-current-deepspeed-47f48e05eb278439,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,llama2-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-a1bcfefaca130834,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,llama2-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-6970c44a49635ef0,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,llama2-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-bfffc31a24866b59,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,llama2-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-c0d133fd6d5deb67,argument_parsing,ZeroDivisionError: integer division or modulo by zero
deepspeed,llama2-train,model.num_query_groups,10,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-138e1217676f5a49,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,llama2-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-8ee4287a596e0eed,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,llama2-train,model.num_query_groups,3,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-1962fc3a87b75f1a,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,llama2-train,model.num_query_groups,5,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-dc04f74b1e255ed5,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,llama2-train,model.num_query_groups,6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-17010afe083b652a,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,llama2-train,model.num_query_groups,7,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-ecd14623381d976c,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,llama2-train,model.num_query_groups,9,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-535770c69f3951c0,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,llama2-train,model.seq_length,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-573883cd9f1dc310,process_group_initialization,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
deepspeed,mixtral-train,model.ffn_hidden_size,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-405e2b85c4b9c07b,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>, <N>]"
deepspeed,mixtral-train,model.hidden_size,-1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-a8e037829d72dcb4,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [<N>, -<N>]"
deepspeed,mixtral-train,model.hidden_size,1,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-f98cfffb251ab363,argument_parsing,ZeroDivisionError: <N> cannot be raised to a negative power
deepspeed,mixtral-train,model.hidden_size,504,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-332d0503e5220efa,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.hidden_size,508,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-0513f6258eb26d41,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.hidden_size,509,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-61367e5462b02a0d,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.hidden_size,510,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-d41d249a3cab3b1a,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.hidden_size,511,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-181d92ec2ecc4122,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.hidden_size,514,1,static_hard_configfuzz,rq3-current-deepspeed-d8179de8bb1bd2eb,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.hidden_size,520,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-bc2b5539fbe5581a,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_attention_heads,-1,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-800040da56bf23dc,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,mixtral-train,model.num_attention_heads,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-df0c9f0a66a37359,argument_parsing,ZeroDivisionError: integer division or modulo by zero
deepspeed,mixtral-train,model.num_attention_heads,10,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-e2f7b7c87bd302bf,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_attention_heads,11,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-7b87e14d65650f10,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_attention_heads,12,1,static_hard_configfuzz,rq3-current-deepspeed-77e965664276f33c,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_attention_heads,13,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-ee2e6efc1bbf1a50,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_attention_heads,15,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-53160b273b58144b,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,mixtral-train,model.num_attention_heads,5,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-3bc531881b45e5b8,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,mixtral-train,model.num_attention_heads,6,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-d9c7b6e6a856fd9b,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_attention_heads,7,5,configfuzz;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-6084d445b280bfbe,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_attention_heads,9,3,native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-99189dd4e5ba7767,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_query_groups,-1,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-194fcbd17f17d336,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,mixtral-train,model.num_query_groups,-2,6,configfuzz;constraint_filter_only;global_repair;native_validator_guided;raw_mutation;static_hard_configfuzz,rq3-current-deepspeed-c06e8c296a7b1f07,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,mixtral-train,model.num_query_groups,-6,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-94e4bee33e7df07a,argument_parsing,"RuntimeError: Trying to create tensor with negative dimension -<N>: [-<N>, <N>]"
deepspeed,mixtral-train,model.num_query_groups,0,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-d5fc4859bfca1899,argument_parsing,ZeroDivisionError: integer division or modulo by zero
deepspeed,mixtral-train,model.num_query_groups,10,4,configfuzz;global_repair;native_validator_guided;raw_mutation,rq3-current-deepspeed-0654e25459f47f69,process_group_initialization,RuntimeError: The size of tensor a (<N>) must match the size of tensor b (<N>) at non-singleton dimension <N>
deepspeed,mixtral-train,model.num_query_groups,16,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-c435bc9710b8211f,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
deepspeed,mixtral-train,model.num_query_groups,3,2,native_validator_guided;raw_mutation,rq3-current-deepspeed-3d1bd1a2cc772d74,process_group_initialization,RuntimeError: Number of heads in key and value must divide the number of heads in
